,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
NR2F1,-0.116683306,0.296545645,108.7641878,-0.39347503,0.69473892,0.837648555,NO,NA
C16orf87,-0.098158881,0.250646729,106.5322942,-0.391622428,0.696119468,0.837972135,NO,NA
DNAJC21,0.070174997,0.179055297,116.6250836,0.391918019,0.69583403,0.837972135,NO,NA
HDAC2,-0.085101276,0.21671374,110.8006276,-0.392689805,0.695303041,0.837972135,NO,NA
STOM,-0.112587462,0.28694594,107.4425923,-0.392364714,0.695566025,0.837972135,NO,NA
EBNA1BP2,-0.069245522,0.176674709,117.8375219,-0.391937944,0.695811997,0.837972135,NO,NA
FBXO24,0.091892894,0.234000369,71.37674373,0.392704056,0.695708418,0.837972135,NO,NA
ATXN10,-0.069711069,0.177667543,117.3978875,-0.39236806,0.695497729,0.837972135,NO,NA
OSER1,0.072337341,0.184188144,116.0258716,0.392736144,0.695234973,0.837972135,NO,NA
KIAA1143,-0.068184307,0.174025104,107.9412291,-0.391807304,0.69597306,0.837972135,NO,NA
SOD1,-0.060407134,0.153943103,106.8141004,-0.392399096,0.695545268,0.837972135,NO,NA
DCAF1,0.09381815,0.239192538,73.06351099,0.39222858,0.696031167,0.837972135,NO,NA
TMCO1,0.068465765,0.17493797,117.2951645,0.391371669,0.696232588,0.837986594,NO,NA
ATP5F1D,0.065493569,0.167474424,117.7155999,0.391066097,0.69645529,0.838011243,NO,NA
KIF1B,0.080048597,0.204645264,111.3451348,0.391157826,0.696428077,0.838011243,NO,NA
SFXN4,0.106330615,0.272072423,99.88140688,0.390817318,0.696764633,0.83825735,NO,NA
GATAD2A,0.079638097,0.203922462,115.6596054,0.390531266,0.696862107,0.83825735,NO,NA
FAM3A,0.053199711,0.136281413,117.8516487,0.390366594,0.696970177,0.838265684,NO,NA
BID,-0.104619215,0.268135832,112.9943465,-0.390172454,0.697143568,0.838352567,NO,NA
PSMG3,0.045937741,0.117918868,110.0960856,0.389570744,0.697606547,0.83860114,NO,NA
BCL7B,-0.070080243,0.179905538,116.6579404,-0.389539108,0.697587602,0.83860114,NO,NA
AGBL5,0.04838976,0.124322553,111.5789844,0.38922753,0.697849682,0.83860114,NO,NA
PYGO2,-0.058282618,0.149724007,112.4685265,-0.389267023,0.697814693,0.83860114,NO,NA
HNRNPDL,0.049407601,0.12695828,117.9987501,0.389164069,0.697856185,0.83860114,NO,NA
IRX3,0.061538351,0.158162688,101.3025471,0.38908261,0.698031689,0.838690437,NO,NA
CHSY1,0.094188004,0.242531091,117.5214789,0.388354349,0.698456444,0.838957537,NO,NA
SARAF,-0.074544428,0.191908683,117.7556674,-0.388436974,0.698394078,0.838957537,NO,NA
SLC25A11,0.079173269,0.204084315,103.5444495,0.387943921,0.698853931,0.839274008,NO,NA
SLC37A1,-0.099712864,0.257178105,117.9967518,-0.3877191,0.698922442,0.839274008,NO,NA
RPL11,0.042931956,0.110907241,93.66481916,0.387097858,0.699561902,0.839920186,NO,NA
EFTUD2,-0.073574561,0.190426859,86.27839562,-0.386366512,0.70017644,0.839924508,NO,NA
LRBA,-0.089523028,0.231847444,116.6635615,-0.386129027,0.700104392,0.839924508,NO,NA
EMSY,-0.093106517,0.241241639,114.722076,-0.385947125,0.700250621,0.839924508,NO,NA
CYP20A1,-0.076085413,0.197062466,96.40548025,-0.386097944,0.700274898,0.839924508,NO,NA
ILRUN,-0.056323071,0.145746958,113.4625081,-0.386444227,0.699891452,0.839924508,NO,NA
ELMO3,-0.088037633,0.227586654,104.0620759,-0.386831265,0.699671047,0.839924508,NO,NA
RAC1,-0.055260085,0.143103215,106.1570686,-0.386155439,0.700154401,0.839924508,NO,NA
RNF187,0.080639836,0.209164535,117.6007692,0.385533026,0.700539029,0.840119733,NO,NA
C1orf50,-0.074303765,0.19287156,74.43771251,-0.385249981,0.701150884,0.840731848,NO,NA
KRT80,0.097369119,0.253250364,117.1845094,0.384477708,0.70132125,0.840814483,NO,NA
TMTC4,-0.090073037,0.2343788,115.6422355,-0.384305393,0.701457876,0.84085665,NO,NA
MNAT1,-0.067758763,0.176450115,111.7116585,-0.384010874,0.701700333,0.841025648,NO,NA
RPS6KB1,-0.060842199,0.158453692,92.54743702,-0.383974635,0.701878018,0.841116977,NO,NA
PLAA,0.084747908,0.221206921,117.7190726,0.383115986,0.702324716,0.841530613,NO,NA
ITPR2,-0.096724102,0.252521476,108.906836,-0.383033173,0.702441773,0.841549208,NO,NA
EDC3,-0.059131105,0.154668142,114.4647276,-0.382309534,0.702940695,0.842025217,NO,NA
DNAJA2,-0.074511632,0.195079999,115.174842,-0.381954235,0.703199131,0.842213063,NO,NA
COA4,-0.074747232,0.196559783,117.1289751,-0.380277342,0.704428279,0.843319597,NO,NA
ZNF3,-0.085778866,0.2254298,96.0922279,-0.380512539,0.704404844,0.843319597,NO,NA
SLC41A1,0.088765378,0.233373206,117.9487001,0.380358053,0.704363754,0.843319597,NO,NA
SUMF2,-0.091482544,0.240730075,115.4616072,-0.380021251,0.704627779,0.843323498,NO,NA
ACKR2,-0.102759788,0.270515367,112.8335099,-0.37986673,0.704758401,0.843323498,NO,NA
IST1,0.068689287,0.180922951,95.31858105,0.379660438,0.705042051,0.843323498,NO,NA
HEATR1,0.084257175,0.221902808,94.03879992,0.379703059,0.705021992,0.843323498,NO,NA
ELAC2,-0.070277975,0.184806796,81.38202403,-0.380278088,0.704729716,0.843323498,NO,NA
UBA6,-0.059759951,0.157363437,112.7777398,-0.379757536,0.704839589,0.843323498,NO,NA
GSDMB,0.108754857,0.286767868,98.86711696,0.379243526,0.705320334,0.843517695,NO,NA
SZRD1,0.07363294,0.194351768,111.4076729,0.378864265,0.705509733,0.843517695,NO,NA
DAD1,0.074168948,0.195751349,114.1333487,0.378893675,0.705470754,0.843517695,NO,NA
RANGAP1,0.059900853,0.158341542,114.7807162,0.378301565,0.70590534,0.843702025,NO,NA
ZNF512B,-0.085879251,0.227065324,117.7076678,-0.378213851,0.705952964,0.843702025,NO,NA
ANKRD46,-0.0946258,0.250083519,97.97807766,-0.378376794,0.705969299,0.843702025,NO,NA
CPNE1,-0.071313353,0.188618543,113.9952005,-0.378082409,0.70607249,0.84370369,NO,NA
TSG101,-0.07577935,0.200932894,113.4767861,-0.3771376,0.706775719,0.843972063,NO,NA
KDELR2,-0.058730863,0.155702224,103.4813413,-0.377199897,0.706797509,0.843972063,NO,NA
PCMTD2,-0.077987116,0.206821679,116.1984519,-0.377074187,0.706806237,0.843972063,NO,NA
CNOT1,0.051156616,0.135556927,117.0530528,0.377381057,0.706573805,0.843972063,NO,NA
H4C5,-0.058256741,0.154374198,105.3925749,-0.37737356,0.706654863,0.843972063,NO,NA
ERH,0.052850264,0.140374775,116.5150429,0.376494024,0.707234387,0.844271496,NO,NA
SHROOM3,0.093870592,0.249356225,117.3684202,0.376451769,0.707260738,0.844271496,NO,NA
TRIM14,0.100483066,0.26774511,103.7971319,0.375293748,0.708207817,0.845280298,NO,NA
ZNF28,0.041933456,0.111763029,97.22468139,0.375199704,0.708329219,0.845303465,NO,NA
PSME3,-0.062763114,0.167539465,115.8903275,-0.374616893,0.708630029,0.84548143,NO,NA
CTPS1,-0.080606281,0.215219743,117.9627472,-0.374530142,0.708682371,0.84548143,NO,NA
SLC25A37,-0.118117879,0.315788046,108.5573745,-0.374041641,0.709102902,0.845861378,NO,NA
MAP2K5,-0.078717843,0.210940632,117.9999299,-0.373175343,0.709687483,0.846315088,NO,NA
KCNN4,0.120947596,0.324058487,116.794728,0.373227676,0.709655542,0.846315088,NO,NA
CDC42EP5,-0.078731459,0.211100042,116.5119522,-0.372958044,0.709857312,0.846395828,NO,NA
LAD1,0.098979414,0.265640784,117.8346324,0.372606242,0.710110872,0.846574026,NO,NA
MCAT,-0.070656134,0.189354328,67.53834953,-0.373142428,0.710211053,0.846574026,NO,NA
CAD,0.070201522,0.18844782,84.42144769,0.372524989,0.710435604,0.846719914,NO,NA
MRPL12,-0.092090366,0.248044864,117.9862436,-0.371264958,0.711106025,0.847397086,NO,NA
AGPAT5,0.084869948,0.228837385,103.3640656,0.370874486,0.711490027,0.847610945,NO,NA
THRA,0.092966593,0.250581481,102.6830225,0.371003446,0.711399293,0.847610945,NO,NA
ARHGEF25,-0.08331444,0.224794975,106.6428203,-0.370624121,0.711652668,0.847617148,NO,NA
IER2,-0.075051161,0.202582777,117.2151181,-0.370471576,0.711699775,0.847617148,NO,NA
PIGU,0.076995474,0.208853934,108.3206093,0.368657044,0.713102916,0.849044242,NO,NA
ENPP1,0.111241497,0.301707378,108.5372294,0.368706585,0.713064658,0.849044242,NO,NA
PCGF2,0.06461688,0.175328845,96.57968496,0.36854677,0.713272201,0.849123815,NO,NA
RAPGEF2,0.075757184,0.205862112,118,0.367999646,0.713532792,0.849297947,NO,NA
GAS2L3,-0.080311446,0.218246312,105.2154722,-0.367985352,0.71362342,0.849297947,NO,NA
OR4F4,0.090175591,0.245218429,105.5285628,0.367735784,0.713806777,0.849394195,NO,NA
C7orf25,0.090588254,0.246629202,74.65336841,0.367305464,0.714430387,0.850014218,NO,NA
MMP24OS,-0.066646033,0.18197149,102.8111344,-0.366244366,0.714935322,0.850492888,NO,NA
PRPF19,-0.07109184,0.194594587,113.1938658,-0.36533308,0.715544553,0.850987014,NO,NA
YIPF4,-0.072671127,0.198910647,109.8382118,-0.365345588,0.715556045,0.850987014,NO,NA
REV3L,-0.08698273,0.238038803,77.5886279,-0.365414078,0.715796627,0.851028898,NO,NA
RYK,-0.073167239,0.200384806,110.849885,-0.365133665,0.715707376,0.851028898,NO,NA
CCDC117,0.067170282,0.184097602,111.1310011,0.364862339,0.715907586,0.851038737,NO,NA
SPAG16,0.105513366,0.289719049,117.9236342,0.364192019,0.716366827,0.851340445,NO,NA
NDUFAF5,-0.061322473,0.168270073,105.5928166,-0.364428873,0.716266561,0.851340445,NO,NA
CASP6,0.080155666,0.220365723,114.5632815,0.363739263,0.71672311,0.85164174,NO,NA
PHETA2,-0.098739893,0.271699908,101.254904,-0.363415261,0.717052338,0.851910805,NO,NA
STYK1,-0.046637914,0.128606124,98.67451368,-0.362641469,0.717648325,0.852496677,NO,NA
POLR2A,-0.070731801,0.195214377,106.8786246,-0.362328851,0.717821761,0.852580504,NO,NA
UBE3A,-0.059250227,0.163698806,107.6667149,-0.361946606,0.718101337,0.852790354,NO,NA
PPIL1,0.092124395,0.254634777,106.0400788,0.361790309,0.718228666,0.852819367,NO,NA
VANGL2,-0.100445721,0.278217502,117.9985328,-0.361033077,0.718720288,0.853280869,NO,NA
ZW10,0.08038207,0.222644801,98.21021244,0.361032773,0.718850403,0.853313111,NO,NA
UBXN2B,-0.073558934,0.20400632,113.6501873,-0.36057184,0.719088839,0.853473908,NO,NA
CNOT10,-0.079758937,0.221228675,87.67859659,-0.36052712,0.719320091,0.853503925,NO,NA
SNX6,0.07722901,0.214358781,117.9980251,0.360279199,0.719282442,0.853503925,NO,NA
GIT1,0.096492711,0.267942747,109.357273,0.360124363,0.71944872,0.853534353,NO,NA
CEBPD,-0.091550174,0.254678452,110.6265844,-0.359473575,0.719926105,0.853946873,NO,NA
CAMK1D,-0.108700252,0.302521656,117.9842414,-0.359313953,0.720002503,0.853946873,NO,NA
GGCX,-0.07584681,0.211263189,68.58174376,-0.359015742,0.720686268,0.854151418,NO,NA
IFT22,0.067352423,0.187916867,101.8472806,0.358416058,0.720773821,0.854151418,NO,NA
ZNF33A,0.070374787,0.196123605,95.7967925,0.358828746,0.720512835,0.854151418,NO,NA
TUBA1C,0.074145193,0.206833731,104.7621476,0.358477278,0.720707536,0.854151418,NO,NA
MVB12A,-0.078154092,0.218068221,101.5475106,-0.358392853,0.720793318,0.854151418,NO,NA
CHURC1,-0.06613742,0.184319568,116.362406,-0.35881931,0.720380488,0.854151418,NO,NA
PRPF8,0.07521121,0.210283542,116.8240377,0.357665697,0.721238875,0.854557226,NO,NA
PARP16,-0.078965844,0.220756897,90.41535994,-0.357704991,0.721397771,0.854623317,NO,NA
NUCB2,-0.080750524,0.226356754,111.8258781,-0.356740069,0.721958666,0.85516556,NO,NA
SYT11,0.087400497,0.245536122,85.17613198,0.355957798,0.722752293,0.855983282,NO,NA
ESR1,-0.103059423,0.289982967,97.2023063,-0.355398194,0.72306136,0.856005824,NO,NA
DDB1,-0.053051521,0.149316458,104.6021375,-0.355295867,0.723083382,0.856005824,NO,NA
SRM,0.110391623,0.310872631,111.3725538,0.355102419,0.723184457,0.856005824,NO,NA
NPM3,0.075644748,0.21280839,116.204314,0.355459423,0.72288985,0.856005824,NO,NA
SUZ12,0.066001991,0.186143952,117.7400714,0.354574998,0.723542289,0.856184821,NO,NA
ZNF85,-0.087295366,0.245905414,78.89222091,-0.354995707,0.723540089,0.856184821,NO,NA
GLRX3,0.089110291,0.252234055,115.6276697,0.353284141,0.724518707,0.8563621,NO,NA
AMOTL1,0.10143219,0.286894555,115.3966396,0.353552161,0.724319628,0.8563621,NO,NA
CBL,-0.073136591,0.206725073,96.44790884,-0.353786748,0.724270918,0.8563621,NO,NA
ATP5MG,0.04117005,0.11630663,94.48581203,0.353978531,0.724143666,0.8563621,NO,NA
GFM1,0.077396394,0.21870338,107.3585201,0.353887507,0.724117244,0.8563621,NO,NA
CIPC,-0.072670802,0.205309541,116.0730694,-0.353957259,0.724013063,0.8563621,NO,NA
CCDC32,-0.082072772,0.232079373,90.43999048,-0.353640957,0.724431034,0.8563621,NO,NA
IFRD2,-0.073002565,0.206241014,84.91016593,-0.353967251,0.724240885,0.8563621,NO,NA
AP1G1,0.07184815,0.203496532,100.0651298,0.353068179,0.724780007,0.856548795,NO,NA
PIK3IP1,0.086346101,0.245013252,117.6270048,0.352414002,0.725158448,0.856873854,NO,NA
CREB1,0.069547553,0.197201589,64.10696276,0.352672376,0.72549098,0.857096509,NO,NA
BAGE3,0.083512422,0.2373239,116.7082133,0.351892168,0.725553705,0.857096509,NO,NA
NUP188,0.069425006,0.197402929,91.93728329,0.351691873,0.725874139,0.857352838,NO,NA
DXO,0.081231378,0.231216887,74.1828972,0.351321132,0.726343317,0.857576095,NO,NA
RBMXL1,-0.060076891,0.171256835,116.2048468,-0.350799963,0.726373575,0.857576095,NO,NA
GALNT10,0.082900515,0.236226021,117.9993975,0.350937269,0.726261181,0.857576095,NO,NA
MRPL28,-0.073237414,0.20869255,50.03668029,-0.350934493,0.727110796,0.85832421,NO,NA
COA1,0.05570983,0.15960002,116.0767353,0.349059042,0.727677379,0.858662808,NO,NA
TMEM39A,0.074103468,0.212167016,115.0811354,0.349269502,0.727525272,0.858662808,NO,NA
KCNG2,-0.073829619,0.211398343,91.51091449,-0.349244076,0.727708442,0.858662808,NO,NA
ZNF212,-0.076765702,0.22002778,106.3928123,-0.348890954,0.727860692,0.858720201,NO,NA
MTMR12,-0.074823659,0.214666976,113.7326232,-0.348556917,0.728066372,0.858840606,NO,NA
BCAR3,-0.089492167,0.257098248,117.7595864,-0.34808548,0.728397453,0.859108878,NO,NA
MXD1,0.073565334,0.211568326,116.6447366,0.347714309,0.728681414,0.859257815,NO,NA
POLR2E,0.04464283,0.128429361,117.6459469,0.347606106,0.728757146,0.859257815,NO,NA
RNF38,0.078842573,0.226847386,110.2841993,0.347557778,0.728834754,0.859257815,NO,NA
LCE2D,-0.082082619,0.236354851,100.5770789,-0.347285526,0.72910248,0.859451195,NO,NA
PSMB4,-0.068835111,0.198623467,116.0277349,-0.346560815,0.729548995,0.859855243,NO,NA
LAS1L,0.083912802,0.24238665,117.9999996,0.346193994,0.729813441,0.860044618,NO,NA
SELENOP,0.104290843,0.301291434,99.00080845,0.346146061,0.729967497,0.860103869,NO,NA
LYST,-0.0914842,0.264723807,113.04855,-0.345583576,0.730297931,0.860235958,NO,NA
ZFP62,-0.08779714,0.2537955,85.85913681,-0.34593655,0.730236633,0.860235958,NO,NA
LGR4,0.085905972,0.248693041,117.1168102,0.345429739,0.730390979,0.860235958,NO,NA
PRPF4B,-0.056398359,0.163564326,116.9297789,-0.344808432,0.730857819,0.860663485,NO,NA
KIAA0895L,-0.072021263,0.209237772,111.0465393,-0.34420775,0.731341014,0.860800828,NO,NA
MICAL3,-0.067764796,0.197144388,117.7267552,-0.343731806,0.731661127,0.860800828,NO,NA
ZNF573,-0.079095552,0.230264831,117.8801956,-0.343498188,0.731835589,0.860800828,NO,NA
PDK1,0.100611648,0.293033552,115.057222,0.343345146,0.731965396,0.860800828,NO,NA
MLLT3,-0.090934242,0.264366558,117.4677923,-0.343970292,0.731483582,0.860800828,NO,NA
PPP1R2,-0.065158746,0.18944445,115.9297103,-0.343946449,0.731509614,0.860800828,NO,NA
ATP23,0.072392732,0.210300882,88.35699534,0.344234088,0.731488173,0.860800828,NO,NA
ZFP82,-0.063256051,0.184033432,117.2748829,-0.343720434,0.731672017,0.860800828,NO,NA
DPAGT1,-0.077873996,0.226820189,108.8459479,-0.34332921,0.732013059,0.860800828,NO,NA
CD24,0.069373659,0.201866341,90.82418809,0.343661351,0.731895274,0.860800828,NO,NA
RSRC1,0.065503684,0.191054887,116.228441,0.342852699,0.732328575,0.860817544,NO,NA
PMS2,0.077202803,0.225124698,104.2733611,0.342933509,0.732338864,0.860817544,NO,NA
RNF121,-0.069440425,0.202250632,76.06155145,-0.343338479,0.732291033,0.860817544,NO,NA
GPX1,-0.062505761,0.182329392,95.56951685,-0.342817798,0.732488423,0.86087125,NO,NA
TRIM4,0.072774213,0.212927266,117.5790035,0.341779679,0.733126803,0.861499354,NO,NA
BET1L,-0.060787532,0.178199787,111.4123923,-0.341120115,0.733655628,0.861876377,NO,NA
OLFML3,0.098172664,0.287697706,105.9405737,0.341235479,0.733602174,0.861876377,NO,NA
POLA2,0.07669172,0.224982297,104.469717,0.340878911,0.73387932,0.861894829,NO,NA
LARP1B,0.074340847,0.218098371,110.1581291,0.340859251,0.733858774,0.861894829,NO,NA
TRAP1,0.055973855,0.164395133,114.2863096,0.340483647,0.734117393,0.862052274,NO,NA
NFKB1,0.070402019,0.206958412,94.4532728,0.340174715,0.734480319,0.862356267,NO,NA
PTRHD1,-0.06816097,0.200705013,114.4684043,-0.339607713,0.734774281,0.862579212,NO,NA
ASF1A,-0.074758957,0.220388941,111.9883323,-0.33921374,0.73508399,0.862677133,NO,NA
C9orf78,0.063867751,0.188256678,116.2368934,0.339258889,0.735026878,0.862677133,NO,NA
SNX1,-0.066986179,0.197386324,85.1255686,-0.339365859,0.735169955,0.862677133,NO,NA
TCTN1,-0.070921139,0.20937905,117.1914361,-0.338721276,0.735425849,0.862855243,NO,NA
GP6,0.080038362,0.236904784,107.0715453,0.33785034,0.736137464,0.863079262,NO,NA
TNFAIP3,0.090189303,0.266915347,112.5206134,0.337894782,0.736072068,0.863079262,NO,NA
LYPD3,0.080705559,0.238816044,116.2540362,0.337940274,0.73601768,0.863079262,NO,NA
NR1D1,-0.091669752,0.271381144,117.9012212,-0.33778969,0.736122366,0.863079262,NO,NA
PHF10,-0.072123416,0.213501414,116.6570651,-0.337812358,0.736111726,0.863079262,NO,NA
ZNF12,-0.068901253,0.204405702,115.7090584,-0.337080873,0.736666588,0.863577466,NO,NA
TMEM167A,0.05943902,0.176424069,110.8156275,0.336909927,0.736822033,0.863637535,NO,NA
MTA3,-0.076272443,0.226681012,117.4438128,-0.336474775,0.737113335,0.863856804,NO,NA
NKX1-1,-0.073202306,0.218338096,117.7113194,-0.335270425,0.738017866,0.864672331,NO,NA
RRP7A,-0.082734056,0.246637923,111.9886031,-0.335447423,0.737915183,0.864672331,NO,NA
H3C7,0.080828083,0.241275355,105.0039456,0.335003478,0.73829077,0.864747584,NO,NA
KDSR,0.08900489,0.265724591,114.5313806,0.334951648,0.738274239,0.864747584,NO,NA
NEO1,-0.083689407,0.250346804,112.6961561,-0.334293892,0.73877911,0.864938296,NO,NA
ATP8B1,0.076333072,0.228489199,117.0186021,0.334077375,0.738919139,0.864938296,NO,NA
ZFAND3,-0.055139482,0.164942322,102.3787221,-0.334295538,0.738840401,0.864938296,NO,NA
TMEM263,0.055992636,0.167389451,101.1837806,0.334505164,0.738690776,0.864938296,NO,NA
YPEL2,-0.098837489,0.295919088,117.1508916,-0.334001735,0.738975395,0.864938296,NO,NA
SLC7A10,0.073661847,0.220554741,95.73106978,0.33398442,0.739121836,0.864987543,NO,NA
PPID,-0.075144352,0.225272103,88.54394895,-0.333571496,0.739491591,0.865175933,NO,NA
FBXW7,-0.074200152,0.222517567,114.6595904,-0.3334575,0.739397987,0.865175933,NO,NA
ETV3,-0.0444417,0.133514403,117.8670609,-0.332860716,0.739830738,0.86528483,NO,NA
NAIP,-0.095974207,0.288406691,117.5212533,-0.332773859,0.739897876,0.86528483,NO,NA
DNAJB11,0.065066172,0.195474832,117.994121,0.332862144,0.739829027,0.86528483,NO,NA
AP1AR,-0.075195893,0.226328615,112.8097476,-0.332242095,0.740323001,0.865537739,NO,NA
KLF4,-0.104824369,0.315403485,116.4743417,-0.332350065,0.740222317,0.865537739,NO,NA
NCOA1,0.065657099,0.19770324,107.4201022,0.332099256,0.740461444,0.865577496,NO,NA
UBE2W,-0.059391628,0.179273025,117.994076,-0.331291494,0.741011964,0.86575628,NO,NA
SCMH1,0.078310595,0.236397609,117.7162961,0.331266443,0.741032222,0.86575628,NO,NA
PNPO,-0.102670806,0.309571192,111.0501261,-0.331654909,0.740774946,0.86575628,NO,NA
ETAA1,0.06367784,0.191915674,85.81975957,0.331801145,0.740848375,0.86575628,NO,NA
RARA,0.090681225,0.274201137,111.7000455,0.330710608,0.741482625,0.86587573,NO,NA
ANPEP,0.092638432,0.280196932,112.641944,0.330619009,0.741546463,0.86587573,NO,NA
OTULIN,-0.071071608,0.214684497,98.88610389,-0.331051425,0.741306131,0.86587573,NO,NA
RNF14,-0.085125682,0.257226102,80.44913426,-0.330937184,0.741552357,0.86587573,NO,NA
MYL6B,-0.057819996,0.17501437,117.3634235,-0.330372849,0.741707275,0.865884885,NO,NA
RNASEH1,0.068635966,0.208123684,113.7692546,0.329784505,0.742169227,0.865884885,NO,NA
SAT1,-0.082905633,0.251264175,105.1303735,-0.329954053,0.742091243,0.865884885,NO,NA
PGGT1B,0.069351678,0.210121016,117.9237551,0.330055884,0.741943351,0.865884885,NO,NA
TBC1D4,-0.076115675,0.230829809,113.0432014,-0.32974803,0.742200606,0.865884885,NO,NA
CLEC10A,-0.070221078,0.212851986,95.22632256,-0.329905674,0.74219587,0.865884885,NO,NA
NBPF15,0.034610067,0.104943846,93.53441796,0.329796062,0.742291519,0.865884885,NO,NA
CASZ1,0.067752168,0.205915629,112.8215569,0.32902878,0.742743929,0.865989739,NO,NA
ZNF506,0.059587166,0.181493561,114.3445527,0.328315593,0.743273518,0.865989739,NO,NA
FSCN1,0.110531407,0.335725741,103.2034961,0.329231254,0.742648114,0.865989739,NO,NA
BCCIP,0.069855085,0.212186532,115.9413746,0.329215453,0.74258681,0.865989739,NO,NA
TMEM106B,0.076125543,0.231699114,97.65394308,0.328553449,0.743196737,0.865989739,NO,NA
NUP210,0.07263276,0.220933191,76.47300766,0.328754405,0.743239918,0.865989739,NO,NA
ANAPC15,-0.06913875,0.210637723,116.7240937,-0.328235364,0.743321791,0.865989739,NO,NA
IMP4,-0.084393585,0.25668522,93.09159556,-0.328782408,0.743058644,0.865989739,NO,NA
MARS1,0.085744179,0.260880219,102.5785367,0.328672596,0.743073204,0.865989739,NO,NA
ZNF267,-0.072348361,0.220694013,87.37252887,-0.327822036,0.743830473,0.866460571,NO,NA
ATP9A,0.083079477,0.254673894,115.5890866,0.326219057,0.74484851,0.867524516,NO,NA
ANAPC16,-0.058504391,0.179701066,113.5887782,-0.325565073,0.745352397,0.867989415,NO,NA
CCAR2,-0.071721962,0.220429841,116.0441001,-0.325373197,0.74548456,0.86802136,NO,NA
HINT2,0.06852101,0.210844039,105.6828822,0.324984336,0.745835384,0.86830786,NO,NA
TPRN,0.073478012,0.226366816,117.8901907,0.3245971,0.746061287,0.868448869,NO,NA
PDHA1,-0.061152144,0.188614048,117.8639511,-0.324218394,0.746347362,0.868593664,NO,NA
COX18,-0.07366486,0.227230247,113.2386755,-0.324185979,0.74639528,0.868593664,NO,NA
DNAJB2,0.055109908,0.170190412,112.9482255,0.323813237,0.746678266,0.868679038,NO,NA
SETX,0.067213525,0.20746605,97.66234236,0.323973611,0.746650811,0.868679038,NO,NA
MYO5B,0.08775659,0.271049463,89.78882924,0.323765961,0.746868159,0.868778008,NO,NA
BCL10,-0.06986842,0.215994649,105.7804892,-0.323472921,0.746975739,0.868781213,NO,NA
KIF3A,-0.088081576,0.27315712,105.9089093,-0.322457552,0.747741773,0.869550135,NO,NA
TBC1D17,-0.071465744,0.221792409,90.6714509,-0.322219072,0.748028488,0.869639516,NO,NA
FBXL5,-0.057971296,0.179990296,115.38645,-0.322080118,0.747974791,0.869639516,NO,NA
PDLIM5,-0.071498672,0.222184358,115.5166567,-0.321798855,0.748186666,0.869701415,NO,NA
PPP1R12B,-0.081445619,0.254541717,117.8528059,-0.319969631,0.749557911,0.871078427,NO,NA
INPP5A,-0.073407038,0.229441759,117.9931274,-0.319937566,0.749581484,0.871078427,NO,NA
GSPT1,0.044361808,0.138876948,114.2702033,0.31943248,0.749981822,0.871421469,NO,NA
TRIM25,-0.088769528,0.278201638,97.2738263,-0.319083412,0.750347452,0.871724093,NO,NA
CISD1,0.068897942,0.216099871,94.42979016,0.318824539,0.750563716,0.87185313,NO,NA
DUSP14,-0.075646251,0.238045778,117.2397501,-0.317780268,0.751216919,0.872489606,NO,NA
C14orf119,-0.073650745,0.231915179,86.87286886,-0.317576214,0.751568479,0.872775613,NO,NA
DDX54,0.064045028,0.201852824,86.45459166,0.317285765,0.75179176,0.87282899,NO,NA
P3H4,0.070631542,0.222871113,117.9867932,0.31691654,0.751867005,0.87282899,NO,NA
TTPA,-0.084880553,0.267901363,117.6235177,-0.316835092,0.75193038,0.87282899,NO,NA
PRKACA,0.060499187,0.191248503,114.0449487,0.316338093,0.752324164,0.873163797,NO,NA
TYMS,-0.093712542,0.296598315,116.7464485,-0.315957771,0.752598726,0.873237889,NO,NA
MICOS10,0.053127961,0.168131105,117.8577921,0.315991264,0.752568054,0.873237889,NO,NA
RC3H1,0.062508714,0.197864977,88.54022614,0.315916008,0.752809765,0.873360488,NO,NA
NCSTN,0.072025713,0.228531031,92.80044233,0.315168197,0.753341557,0.873574871,NO,NA
ZDHHC5,0.045920069,0.145753406,117.6179696,0.315053144,0.753279559,0.873574871,NO,NA
MCMBP,-0.057353673,0.182219569,115.7743657,-0.314750349,0.753517758,0.873574871,NO,NA
NRBF2,0.073021142,0.231837162,117.9546792,0.314967374,0.753342926,0.873574871,NO,NA
ZNF511,0.073546486,0.233618768,106.0138544,0.314814116,0.753521567,0.873574871,NO,NA
AP1B1,0.077377929,0.246903228,109.3026402,0.313393753,0.754578783,0.874311331,NO,NA
TRA2B,-0.046189564,0.147374207,117.8325643,-0.313416879,0.754518075,0.874311331,NO,NA
NET1,-0.062534472,0.199329221,113.7474074,-0.313724558,0.754304845,0.874311331,NO,NA
WDR75,-0.064204038,0.204721698,93.81021922,-0.313616184,0.754508843,0.874311331,NO,NA
PSMD6,-0.067159964,0.214107885,66.47865765,-0.313673472,0.754751185,0.874388848,NO,NA
PITHD1,-0.058319295,0.186371482,109.879743,-0.312919628,0.754934874,0.874479418,NO,NA
BAK1,0.05286818,0.169301593,111.8895905,0.312272192,0.755414878,0.874913151,NO,NA
SND1,-0.056467872,0.181815422,112.827403,-0.310578011,0.756694452,0.875975709,NO,NA
KDM3B,-0.057589683,0.185329442,115.6727745,-0.310742224,0.756555842,0.875975709,NO,NA
