"","Log2FC","Std.Error","df","t value","Pr(>|t|)","FDR","diffexpressed","delabel"
"ARPC1A",-0.569471700434323,0.276893056204556,53.0872734402104,-2.05664854236584,0.0446492298244156,0.237047606790671,"NO",NA
"ARFGEF2",0.110499070351481,0.315132357723694,53.7567210236513,0.350643365059852,0.72722629254506,0.888201706833344,"NO",NA
"ARFGEF1",-0.559619826397212,0.272414579020644,56.9332467761422,-2.05429470188085,0.0445481936175173,0.236925320186862,"NO",NA
"RABAC1",0.544061107761511,0.234713403462421,56.999999998803,2.31798056581212,0.0240620131271086,0.169996376276735,"NO",NA
"SLU7",0.547985444056923,0.254546436631552,56.9999999997145,2.15279165290424,0.0355810371144239,0.208501072032009,"NO",NA
"SIVA1",-0.332723761826306,0.226669737826115,56.9999999990224,-1.4678790605985,0.147633880220783,0.448384717145051,"NO",NA
"CCT4",0.267530066606218,0.308536318931876,49.9219250078033,0.867094245281664,0.390039153691405,0.686704538263241,"NO",NA
"NPC2",0.943247987771818,0.25972200437809,50.1109654065457,3.63176000443415,0.000661384327446058,0.0191731467199839,"NO",NA
"IFITM2",-0.212712486707483,0.176134622485429,56.9999999991925,-1.20766992716085,0.232161456336904,0.550893295482848,"NO",NA
"PARP4",0.220448361208316,0.280612260831106,56.999999999114,0.785597751699804,0.435356679802596,0.720229065731417,"NO",NA
"MTHFS",-0.39447370790345,0.294684309069231,56.9999999992241,-1.33863153131365,0.186005529086381,0.507338410491021,"NO",NA
"DRAP1",0.141842796070365,0.278267908743944,35.5478605171554,0.509734653595596,0.613387638754304,0.833714084085803,"NO",NA
"CDC42EP3",0.301998213711765,0.309896465127698,55.358670002254,0.974513257475596,0.334040995325487,0.645121823541891,"NO",NA
"PAIP1",-0.194387175162118,0.234186978050791,56.9999999983978,-0.830051170137899,0.409972914168248,0.701730641355652,"NO",NA
"PAICS",-0.28886048711934,0.274880035226706,37.6810508344328,-1.05086019390642,0.300015829747471,0.616845704133932,"NO",NA
"MXD4",-0.36050174683163,0.268444262538302,41.5622029734886,-1.34292960267755,0.186582974630321,0.50782311611037,"NO",NA
"ST6GALNAC2",-0.60854273481125,0.366721133782058,46.1689309611223,-1.65941550336967,0.103810856379163,0.375184486874298,"NO",NA
"RBCK1",0.331891164950117,0.276378515113922,35.4119568846132,1.20085732718157,0.237777624415817,0.557794040812885,"NO",NA
"STAMBP",0.0832410175433109,0.238923812475395,56.9999999984916,0.348399837926925,0.728823466245803,0.889755742326371,"NO",NA
"IVNS1ABP",-0.0310736831658048,0.169989029456892,56.9999999978254,-0.182798168005806,0.855605019353451,0.94411773922013,"NO",NA
"MYL12A",0.0805788055605577,0.226747077995257,32.7720941574867,0.355368661298662,0.724590556766755,0.88743712080814,"NO",NA
"ATP5MG",0.243061765851598,0.197182140729434,43.4690575884716,1.23267637196981,0.224321914088261,0.543831755437868,"NO",NA
"FBLN1",0.161873680104332,0.352681019162303,56.9590056314207,0.458980413771115,0.647994991831093,0.849776103456812,"NO",NA
"ERF",0.12186574216133,0.235612297127614,32.7512963670853,0.517229973337616,0.608471476118397,0.830340029303287,"NO",NA
"EVI2B",1.36203910918074,0.317973463452142,35.2733304713903,4.28349930334906,0.000134847616566077,0.00703647705871936,"UP","EVI2B"
"GNAI3",0.315247542810421,0.143562461492073,36.4888230976434,2.19589117889168,0.0345374518110755,0.206572736298043,"NO",NA
"LGALS8",0.463066495974118,0.297226406978077,55.7984288347906,1.55795879875597,0.124897311839828,0.412230856685012,"NO",NA
"MCAM",0.359936419651484,0.392987467209159,46.4616731475472,0.915897960328378,0.364449925562436,0.666649748410947,"NO",NA
"PSMC4",-0.283165057785365,0.334394382124219,42.2603841888329,-0.846799686007214,0.401876785514031,0.695306298258516,"NO",NA
"TRIM27",0.237870799000897,0.322888781932553,43.316379142903,0.736695767431725,0.465278856873233,0.740204081535553,"NO",NA
"SLC2A1",-0.148877545139112,0.389674787277575,52.6449775760409,-0.382055883520796,0.703957862522633,0.876383750095481,"NO",NA
"DYNLT1",-0.278358888979532,0.17491657747272,42.1940705345266,-1.59138083423194,0.11898921775431,0.403603461237904,"NO",NA
"DYNLT3",-0.697891309910531,0.228823028602635,37.8062095740329,-3.04991728399182,0.00416798899278381,0.0582713695621927,"NO",NA
"ZNF217",-0.639396128590957,0.259575149581121,43.6076259292941,-2.46324091355724,0.0177884750542263,0.141455812513942,"NO",NA
"SLBP",0.265492070465496,0.252333878252101,43.4163728640281,1.05214595956968,0.298553477369904,0.615647159393942,"NO",NA
"USP3",0.242709053077907,0.253527858266879,34.1695341122611,0.957326957033719,0.345127115936744,0.653944859692371,"NO",NA
"NCOA2",0.15344354037659,0.258376208582049,57.0000000000368,0.593876430104295,0.554944425838498,0.795328409408613,"NO",NA
